Title,Year,IMDB rating,Metascore,Votes,Description,Type
Kin. Zabójcza bron,(2018),5.8,35        ,10159,"
    Chased by a vengeful criminal, the feds and a gang of otherworldly soldiers, a recently released ex-con, and his adopted teenage brother are forced to go on the run with a weapon of mysterious origin as their only protection.","
Action, Crime, Drama            "
Scigane,(2019),5.6,51        ,16148,"
    A female bodyguard and the heiress she is hired to protect go on the run from assassins.","
Action, Thriller            "
Do szpiku kości,(2010),7.2,90        ,128523,"
    An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.","
Drama, Mystery            "
Transcendencja,(2014),6.3,42        ,205912,"
    A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program.","
Action, Drama, Sci-Fi            "
Koliber,(2013),6.2,43        ,61878,"
    Homeless and on the run from a military court martial, a damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity -- transforming into an avenging angel in the process.","
Action, Drama, Thriller            "
Zakładnik z Wall Street,(2016),6.5,55        ,87613,"
    Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes them and their crew as hostage.","
Crime, Drama, Thriller            "
Nerve,(2016),6.5,58        ,104224,"
    A high school senior finds herself immersed in an online game of truth or dare, where her every move starts to become manipulated by an anonymous community of ""watchers.""","
Action, Adventure, Crime            "
Fatum Elizabeth,(2018),5.7,54        ,4314,"
    A brilliant man marries a beautiful woman and shows her his home, stating that it's all hers - except a room she can't enter. First chance she enters and discovers what might be human cloning. When the husband returns she pays the price.","
Horror, Sci-Fi, Thriller            "
The Titan,(2018),4.8,33        ,24437,"
    A military family takes part in a ground-breaking experiment of genetic evolution and space exploration.","
Drama, Mystery, Romance            "
Karate Kid,(2010),6.2,61        ,147905,"
    Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.","
Action, Drama, Family            "
Portret kobiety w ogniu,(2019),8.5,95        ,535,"
    On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.","
Drama, History, Romance            "
Uniwersytet Potworny,(2013),7.3,65        ,295905,"
    A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.","
Animation, Adventure, Comedy            "
Ten niezreczny moment,(2014),6.1,36        ,92852,"
    Three best friends find themselves where we've all been - at that confusing moment in every dating relationship when you have to decide ""So...where is this going?""","
Comedy, Romance            "
Oszukać przeznaczenie 5,(2011),5.8,50        ,99046,"
    Survivors of a suspension-bridge collapse learn there's no way you can cheat Death.","
Horror            "
Goracy towar,(2013),6.6,60        ,154521,"
    An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.","
Action, Comedy, Crime            "
Zło we mnie,(2015),5.9,68        ,14001,"
    Two girls must battle a mysterious evil force when they get left behind at their boarding school over winter break.","
Horror, Thriller            "
Wasza wysokość,(2011),5.5,31        ,93501,"
    When Prince Fabious's bride is kidnapped, he goes on a quest to rescue her... accompanied by his lazy useless brother Thadeous.","
Adventure, Comedy, Fantasy            "
Papierowe miasta,(2015),6.3,56        ,88696,"
    After an all-night adventure, Quentin's lifelong crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a lifetime.","
Comedy, Drama, Mystery            "
Amerykanin,(2010),6.3,61        ,87439,"
    An assassin hides out in Italy for one last assignment.","
Crime, Drama, Thriller            "
Pomiedzy nami góry,(2017),6.4,48        ,58134,"
    Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow-covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness.","
Drama, Romance            "
Action Point: Park rozrywki,(2018),5.1,36        ,7255,"
    A daredevil designs and operates his own theme park with his friends.","
Comedy            "
Giganci ze stali,(2011),7.1,56        ,284867,"
    In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot.","
Action, Drama, Family            "
Need for Speed,(2014),6.5,39        ,155895,"
    Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.","
Action, Crime, Thriller            "
Zamiana ciał,(2011),6.3,39        ,156642,"
    Dave is a married man with three kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain, lightning strikes and they switch bodies.","
Comedy, Fantasy            "
Cala prawda o Szekspirze,(2018),6.1,59        ,1193,"
    A look at the final days in the life of renowned playwright William Shakespeare.","
Biography, Drama, History            "
Wilkołak,(2010),5.8,43        ,98597,"
    Upon his return to his ancestral homeland, an American man is bitten, and subsequently cursed by, a werewolf.","
Drama, Fantasy, Horror            "
Tajemnica Marrowbone,(2017),6.6,63        ,17414,"
    A young man and his three younger siblings, who have kept secret the death of their beloved mother in order to remain together, are plagued by a sinister presence in the sprawling manor in which they live.","
Drama, Horror, Thriller            "
Inwazja: Bitwa o Los Angeles,(2011),5.7,37        ,167774,"
    A squad of U.S. Marines becomes the last line of defense against a global invasion.","
Action, Sci-Fi            "
Bezpieczna przystań,(2013),6.7,34        ,97921,"
    A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.","
Drama, Romance, Thriller            "
Wojna płci,(2017),6.7,73        ,44188,"
    The true story of the 1973 tennis match between World number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.","
Biography, Comedy, Drama            "
Gdy spotkaliśmy się pierwszy raz,(2018),6.4,36        ,35702,"
    Noah meets Avery at a Halloween party and falls in love but gets friend-zoned. 3 years later she's engaged to someone else. Noah uses the photo booth time machine several times to return and fix things. Will it work or...?","
Comedy, Fantasy, Romance            "
Jane Eyre,(2011),7.3,76        ,75669,"
    A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.","
Drama, Romance            "
Dogman,(2018),7.3,71        ,14910,"
    A timid dog groomer living in a poor suburb sells cocaine on the side and stays out of trouble, while trying to deal with his unstable, violent acquaintance who is a menace to the whole neighborhood.","
Crime, Drama, Thriller            "
Upadli,(2016),5.4,47        ,11967,"
    A young girl finds herself in a reform school after therapy since she was blamed for the death of a young boy. At the school she finds herself drawn to a fellow student, unaware that he is an angel, and has loved her for thousands of years.","
Adventure, Drama, Fantasy            "
"Jedz, módl sie, kochaj",(2010),5.8,50        ,78675,"
    A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".","
Drama, Romance            "
Goracy poscig,(2015),5.1,31        ,45162,"
    An uptight and by-the-book cop tries to protect the outgoing widow of a drug boss as they race through Texas pursued by crooked cops and murderous gunmen.","
Action, Comedy, Crime            "
